HSCode,Commodity,value,country,year
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",5.49,AFGHANISTAN TIS,2017
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.04,AFGHANISTAN TIS,2017
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.08,AFGHANISTAN TIS,2017
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.59,AFGHANISTAN TIS,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.45,AFGHANISTAN TIS,2017
18,COCOA AND COCOA PREPARATIONS.,0,AFGHANISTAN TIS,2017
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.22,AFGHANISTAN TIS,2017
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",3.85,AFGHANISTAN TIS,2017
21,MISCELLANEOUS EDIBLE PREPARATIONS.,6.25,AFGHANISTAN TIS,2017
22,"BEVERAGES, SPIRITS AND VINEGAR.",,AFGHANISTAN TIS,2017
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.14,AFGHANISTAN TIS,2017
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,56.56,AFGHANISTAN TIS,2017
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.04,AFGHANISTAN TIS,2017
26,"ORES, SLAG AND ASH.",,AFGHANISTAN TIS,2017
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.44,AFGHANISTAN TIS,2017
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.31,AFGHANISTAN TIS,2017
29,ORGANIC CHEMICALS,7.45,AFGHANISTAN TIS,2017
30,PHARMACEUTICAL PRODUCTS,84.84,AFGHANISTAN TIS,2017
31,FERTILISERS.,,AFGHANISTAN TIS,2017
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.21,AFGHANISTAN TIS,2017
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",4.55,AFGHANISTAN TIS,2017
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.39,AFGHANISTAN TIS,2017
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.01,AFGHANISTAN TIS,2017
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.09,AFGHANISTAN TIS,2017
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,,AFGHANISTAN TIS,2017
38,MISCELLANEOUS CHEMICAL PRODUCTS.,1.16,AFGHANISTAN TIS,2017
39,PLASTIC AND ARTICLES THEREOF.,1.83,AFGHANISTAN TIS,2017
40,RUBBER AND ARTICLES THEREOF.,6.31,AFGHANISTAN TIS,2017
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,,AFGHANISTAN TIS,2017
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.28,AFGHANISTAN TIS,2017
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.12,AFGHANISTAN TIS,2017
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2.84,AFGHANISTAN TIS,2017
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.6,AFGHANISTAN TIS,2017
50,SILK,0.39,AFGHANISTAN TIS,2017
52,COTTON.,2.2,AFGHANISTAN TIS,2017
54,MAN-MADE FILAMENTS.,47.11,AFGHANISTAN TIS,2017
55,MAN-MADE STAPLE FIBRES.,46.09,AFGHANISTAN TIS,2017
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.2,AFGHANISTAN TIS,2017
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0,AFGHANISTAN TIS,2017
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.88,AFGHANISTAN TIS,2017
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.06,AFGHANISTAN TIS,2017
60,KNITTED OR CROCHETED FABRICS.,0.07,AFGHANISTAN TIS,2017
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",56.19,AFGHANISTAN TIS,2017
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",109.1,AFGHANISTAN TIS,2017
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,12.32,AFGHANISTAN TIS,2017
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",27.9,AFGHANISTAN TIS,2017
65,HEADGEAR AND PARTS THEREOF.,0.01,AFGHANISTAN TIS,2017
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0,AFGHANISTAN TIS,2017
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0,AFGHANISTAN TIS,2017
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.09,AFGHANISTAN TIS,2017
69,CERAMIC PRODUCTS.,0.18,AFGHANISTAN TIS,2017
70,GLASS AND GLASSWARE.,1.55,AFGHANISTAN TIS,2017
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",4.29,AFGHANISTAN TIS,2017
72,IRON AND STEEL,0.46,AFGHANISTAN TIS,2017
73,ARTICLES OF IRON OR STEEL,60.72,AFGHANISTAN TIS,2017
74,COPPER AND ARTICLES THEREOF.,0.72,AFGHANISTAN TIS,2017
76,ALUMINIUM AND ARTICLES THEREOF.,40.56,AFGHANISTAN TIS,2017
79,ZINC AND ARTICLES THEREOF.,0,AFGHANISTAN TIS,2017
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0,AFGHANISTAN TIS,2017
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.62,AFGHANISTAN TIS,2017
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.74,AFGHANISTAN TIS,2017
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",8.59,AFGHANISTAN TIS,2017
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",18.45,AFGHANISTAN TIS,2017
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.04,AFGHANISTAN TIS,2017
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",9.97,AFGHANISTAN TIS,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",,AFGHANISTAN TIS,2017
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",4.89,AFGHANISTAN TIS,2017
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.01,AFGHANISTAN TIS,2017
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.02,AFGHANISTAN TIS,2017
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,,AFGHANISTAN TIS,2017
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.09,AFGHANISTAN TIS,2017
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.04,AFGHANISTAN TIS,2017
96,MISCELLANEOUS MANUFACTURED ARTICLES.,1.87,AFGHANISTAN TIS,2017
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,,AFGHANISTAN TIS,2017
98,PROJECT GOODS; SOME SPECIAL USES.,0.01,AFGHANISTAN TIS,2017
99,MISCELLANEOUS GOODS.,0,AFGHANISTAN TIS,2017
2,MEAT AND EDIBLE MEAT OFFAL.,0.18,AFGHANISTAN TIS,2018
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0,AFGHANISTAN TIS,2018
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",12.48,AFGHANISTAN TIS,2018
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0,AFGHANISTAN TIS,2018
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,1.89,AFGHANISTAN TIS,2018
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,25.01,AFGHANISTAN TIS,2018
9,"COFFEE, TEA, MATE AND SPICES.",13.75,AFGHANISTAN TIS,2018
10,CEREALS.,0.75,AFGHANISTAN TIS,2018
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.01,AFGHANISTAN TIS,2018
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",10.02,AFGHANISTAN TIS,2018
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.04,AFGHANISTAN TIS,2018
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,,AFGHANISTAN TIS,2018
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.37,AFGHANISTAN TIS,2018
17,SUGARS AND SUGAR CONFECTIONERY.,15.92,AFGHANISTAN TIS,2018
18,COCOA AND COCOA PREPARATIONS.,0,AFGHANISTAN TIS,2018
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.63,AFGHANISTAN TIS,2018
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",5.04,AFGHANISTAN TIS,2018
21,MISCELLANEOUS EDIBLE PREPARATIONS.,3.08,AFGHANISTAN TIS,2018
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.01,AFGHANISTAN TIS,2018
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.22,AFGHANISTAN TIS,2018
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,91.22,AFGHANISTAN TIS,2018
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.02,AFGHANISTAN TIS,2018
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.59,AFGHANISTAN TIS,2018
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1.08,AFGHANISTAN TIS,2018
29,ORGANIC CHEMICALS,7.15,AFGHANISTAN TIS,2018
30,PHARMACEUTICAL PRODUCTS,80.27,AFGHANISTAN TIS,2018
31,FERTILISERS.,0,AFGHANISTAN TIS,2018
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.21,AFGHANISTAN TIS,2018
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",5.63,AFGHANISTAN TIS,2018
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.32,AFGHANISTAN TIS,2018
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.04,AFGHANISTAN TIS,2018
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.01,AFGHANISTAN TIS,2018
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0,AFGHANISTAN TIS,2018
38,MISCELLANEOUS CHEMICAL PRODUCTS.,1.31,AFGHANISTAN TIS,2018
39,PLASTIC AND ARTICLES THEREOF.,2.35,AFGHANISTAN TIS,2018
40,RUBBER AND ARTICLES THEREOF.,8.32,AFGHANISTAN TIS,2018
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,,AFGHANISTAN TIS,2018
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.19,AFGHANISTAN TIS,2018
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.01,AFGHANISTAN TIS,2018
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0,AFGHANISTAN TIS,2018
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2.48,AFGHANISTAN TIS,2018
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.71,AFGHANISTAN TIS,2018
50,SILK,0.23,AFGHANISTAN TIS,2018
52,COTTON.,2.38,AFGHANISTAN TIS,2018
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,,AFGHANISTAN TIS,2018
54,MAN-MADE FILAMENTS.,46.97,AFGHANISTAN TIS,2018
55,MAN-MADE STAPLE FIBRES.,39.19,AFGHANISTAN TIS,2018
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.07,AFGHANISTAN TIS,2018
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.03,AFGHANISTAN TIS,2018
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.74,AFGHANISTAN TIS,2018
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.07,AFGHANISTAN TIS,2018
60,KNITTED OR CROCHETED FABRICS.,3.21,AFGHANISTAN TIS,2018
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",43.18,AFGHANISTAN TIS,2018
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",89.25,AFGHANISTAN TIS,2018
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,21.08,AFGHANISTAN TIS,2018
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",18.35,AFGHANISTAN TIS,2018
65,HEADGEAR AND PARTS THEREOF.,0,AFGHANISTAN TIS,2018
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",,AFGHANISTAN TIS,2018
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.01,AFGHANISTAN TIS,2018
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.46,AFGHANISTAN TIS,2018
69,CERAMIC PRODUCTS.,0.45,AFGHANISTAN TIS,2018
70,GLASS AND GLASSWARE.,0.23,AFGHANISTAN TIS,2018
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2.77,AFGHANISTAN TIS,2018
72,IRON AND STEEL,0.84,AFGHANISTAN TIS,2018
73,ARTICLES OF IRON OR STEEL,61.16,AFGHANISTAN TIS,2018
74,COPPER AND ARTICLES THEREOF.,0.73,AFGHANISTAN TIS,2018
76,ALUMINIUM AND ARTICLES THEREOF.,38.36,AFGHANISTAN TIS,2018
78,LEAD AND ARTICLES THEREOF.,0,AFGHANISTAN TIS,2018
79,ZINC AND ARTICLES THEREOF.,,AFGHANISTAN TIS,2018
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,,AFGHANISTAN TIS,2018
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",2.81,AFGHANISTAN TIS,2018
83,MISCELLANEOUS ARTICLES OF BASE METAL.,1.15,AFGHANISTAN TIS,2018
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",10.11,AFGHANISTAN TIS,2018
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",13.08,AFGHANISTAN TIS,2018
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",,AFGHANISTAN TIS,2018
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",16.09,AFGHANISTAN TIS,2018
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.56,AFGHANISTAN TIS,2018
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",7.25,AFGHANISTAN TIS,2018
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.32,AFGHANISTAN TIS,2018
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.02,AFGHANISTAN TIS,2018
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.17,AFGHANISTAN TIS,2018
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.09,AFGHANISTAN TIS,2018
96,MISCELLANEOUS MANUFACTURED ARTICLES.,1.59,AFGHANISTAN TIS,2018
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.01,AFGHANISTAN TIS,2018
98,PROJECT GOODS; SOME SPECIAL USES.,0.03,AFGHANISTAN TIS,2018
99,MISCELLANEOUS GOODS.,0,AFGHANISTAN TIS,2018
